sid,sentence
482,"Its owner, Mr."
483,"Pilkington, was an easy-going gentleman farmer who spent most of his time in fishing or hunting according to the season."
484,"The other farm, which was called Pinchfield, was smaller and better kept."
485,Its owner was a Mr.
486,"Frederick, a tough, shrewd man, perpetually involved in lawsuits and with a name for driving hard bargains."
487,"These two disliked each other so much that it was difficult for them to come to any agreement, even in defence of their own interests."
488,"Nevertheless, they were both thoroughly frightened by the rebellion on Animal Farm, and very anxious to prevent their own animals from learning too much about it."
489,At first they pretended to laugh to scorn the idea of animals managing a farm for themselves.
490,"The whole thing would be over in a fortnight, they said."
491,They put it about that the animals on the Manor Farm (they insisted on calling it the Manor Farm;
492,"they would not tolerate the name ""Animal Farm"") were perpetually fighting among themselves and were also rapidly starving to death."
493,"When time passed and the animals had evidently not starved to death, Frederick and Pilkington changed their tune and began to talk of the terrible wickedness that now flourished on Animal Farm."
494,"It was given out that the animals there practised cannibalism, tortured one another with red-hot horseshoes, and had their females in common."
495,"This was what came of rebelling against the laws of Nature, Frederick and Pilkington said."
496,"However, these stories were never fully believed."
497,"Rumours of a wonderful farm, where the human beings had been turned out and the animals managed their own affairs, continued to circulate in vague and distorted forms, and throughout that year a wave of rebelliousness ran through the countryside."
498,"Bulls which had always been tractable suddenly turned savage, sheep broke down hedges and devoured the clover, cows kicked the pail over, hunters refused their fences and shot their riders on to the other side."
499,"Above all, the tune and even the words of Beasts of England were known everywhere."
500,It had spread with astonishing speed.
501,"The human beings could not contain their rage when they heard this song, though they pretended to think it merely ridiculous."
502,"They could not understand, they said, how even animals could bring themselves to sing such contemptible rubbish."
503,Any animal caught singing it was given a flogging on the spot.
504,And yet the song was irrepressible.
505,"The blackbirds whistled it in the hedges, the pigeons cooed it in the elms, it got into the din of the smithies and the tune of the church bells."
506,"And when the human beings listened to it, they secretly trembled, hearing in it a prophecy of their future doom."
507,"Early in October, when the corn was cut and stacked and some of it was already threshed, a flight of pigeons came whirling through the air and alighted in the yard of Animal Farm in the wildest excitement."
508,"Jones and all his men, with half a dozen others from Foxwood and Pinchfield, had entered the five-barred gate and were coming up the cart-track that led to the farm."
509,"They were all carrying sticks, except Jones, who was marching ahead with a gun in his hands."
510,Obviously they were going to attempt the recapture of the farm.
511,"This had long been expected, and all preparations had been made."
512,"Snowball, who had studied an old book of Julius Caesar's campaigns which he had found in the farmhouse, was in charge of the defensive operations."
513,"He gave his orders quickly, and in a couple of minutes every animal was at his post."
514,"As the human beings approached the farm buildings, Snowball launched his first attack."
515,"All the pigeons, to the number of thirty-five, flew to and fro over the men's heads and muted upon them from mid-air;"
516,"and while the men were dealing with this, the geese, who had been hiding behind the hedge, rushed out and pecked viciously at the calves of their legs."
517,"However, this was only a light skirmishing manoeuvre, intended to create a little disorder, and the men easily drove the geese off with their sticks."
518,Snowball now launched his second line of attack.
519,"Muriel, Benjamin, and all the sheep, with Snowball at the head of them, rushed forward and prodded and butted the men from every side, while Benjamin turned round and lashed at them with his small hoofs."
520,"But once again the men, with their sticks and their hobnailed boots, were too strong for them;"
521,"and suddenly, at a squeal from Snowball, which was the signal for retreat, all the animals turned and fled through the gateway into the yard."
522,The men gave a shout of triumph.
523,"They saw, as they imagined, their enemies in flight, and they rushed after them in disorder."
524,This was just what Snowball had intended.
525,"As soon as they were well inside the yard, the three horses, the three cows, and the rest of the pigs, who had been lying in ambush in the cow-shed, suddenly emerged in their rear, cutting them off."
526,Snowball now gave the signal for the charge.
527,He himself dashed straight for Jones.
528,"Jones saw him coming, raised his gun and fired."
529,"The pellets scored bloody streaks along Snowball's back, and a sheep dropped dead."
530,"Without halting for an instant, Snowball flung his fifteen stone against Jones's legs."
531,Jones was hurled into a pile of dung and his gun flew out of his hands.
532,"But the most terrifying spectacle of all was Boxer, rearing up on his hind legs and striking out with his great iron-shod hoofs like a stallion."
533,His very first blow took a stable-lad from Foxwood on the skull and stretched him lifeless in the mud.
534,"At the sight, several men dropped their sticks and tried to run."
535,"Panic overtook them, and the next moment all the animals together were chasing them round and round the yard."
536,"They were gored, kicked, bitten, trampled on."
537,There was not an animal on the farm that did not take vengeance on them after his own fashion.
538,"Even the cat suddenly leapt off a roof onto a cowman's shoulders and sank her claws in his neck, at which he yelled horribly."
539,"At a moment when the opening was clear, the men were glad enough to rush out of the yard and make a bolt for the main road."
540,"And so within five minutes of their invasion they were in ignominious retreat by the same way as they had come, with a flock of geese hissing after them and pecking at their calves all the way."
541,All the men were gone except one.
542,"Back in the yard Boxer was pawing with his hoof at the stable-lad who lay face down in the mud, trying to turn him over."
543,The boy did not stir.
544,"""He is dead,"" said Boxer sorrowfully."
545,"""I had no intention of doing that."
546,I forgot that I was wearing iron shoes.
547,"Who will believe that I did not do this on purpose?"""
548,"""No sentimentality, comrade!"""
549,"cried Snowball, from whose wounds the blood was still dripping."
550,"""War is war."
551,"The only good human being is a dead one."""
552,"""I have no wish to take life, not even human life,"" repeated Boxer, and his eyes were full of tears."
553,"""Where is Mollie?"""
554,exclaimed somebody.
555,Mollie in fact was missing.
556,For a moment there was great alarm;
557,"it was feared that the men might have harmed her in some way, or even carried her off with them."
558,"In the end, however, she was found hiding in her stall with her head buried among the hay in the manger."
559,She had taken to flight as soon as the gun went off.
560,"And when the others came back from looking for her, it was to find that the stable-lad, who in fact was only stunned, had already recovered and made off."
561,"The animals had now reassembled in the wildest excitement, each recounting his own exploits in the battle at the top of his voice."
562,An impromptu celebration of the victory was held immediately.
563,"The flag was run up and Beasts of England was sung a number of times, then the sheep who had been killed was given a solemn funeral, a hawthorn bush being planted on her grave."
564,"At the graveside Snowball made a little speech, emphasising the need for all animals to be ready to die for Animal Farm if need be."
565,"The animals decided unanimously to create a military decoration, ""Animal Hero, First Class,"" which was conferred there and then on Snowball and Boxer."
566,"It consisted of a brass medal (they were really some old horse-brasses which had been found in the harness-room), to be worn on Sundays and holidays."
567,"There was also ""Animal Hero, Second Class,"" which was conferred posthumously on the dead sheep."
568,There was much discussion as to what the battle should be called.
569,"In the end, it was named the Battle of the Cowshed, since that was where the ambush had been sprung."
570,Mr.
571,"Jones's gun had been found lying in the mud, and it was known that there was a supply of cartridges in the farmhouse."
572,"It was decided to set the gun up at the foot of the flagstaff, like a piece of artillery, and to fire it twice a year—once on October the twelfth, the anniversary of the Battle of the Cowshed, and once on Midsummer Day, the anniversary of the Rebellion."
574,Chapter Five
575,"As winter drew on, Mollie became more and more troublesome."
576,"She was late for work every morning and excused herself by saying that she had overslept, and she complained of mysterious pains, although her appetite was excellent."
577,"On every kind of pretext she would run away from work and go to the drinking pool, where she would stand foolishly gazing at her own reflection in the water."
578,But there were also rumours of something more serious.
579,"One day as Mollie strolled blithely into the yard, flirting her long tail and chewing at a stalk of hay, Clover took her aside."
580,"""Mollie,"" she said, ""I have something very serious to say to you."
581,This morning I saw you looking over the hedge that divides Animal Farm from Foxwood.
582,One of Mr.
583,Pilkington's men was standing on the other side of the hedge.
584,"And—I was a long way away, but I am almost certain I saw this—he was talking to you and you were allowing him to stroke your nose."
585,"What does that mean, Mollie?"""
586,"""He didn't!"
587,I wasn't!
588,"It isn't true!"""
589,"cried Mollie, beginning to prance about and paw the ground."
590,"""Mollie!"
591,Look me in the face.
592,"Do you give me your word of honour that that man was not stroking your nose?"""
593,"""It isn't true!"""
594,"repeated Mollie, but she could not look Clover in the face, and the next moment she took to her heels and galloped away into the field."
595,A thought struck Clover.
596,"Without saying anything to the others, she went to Mollie's stall and turned over the straw with her hoof."
597,Hidden under the straw was a little pile of lump sugar and several bunches of ribbon of different colours.
598,Three days later Mollie disappeared.
599,"For some weeks nothing was known of her whereabouts, then the pigeons reported that they had seen her on the other side of Willingdon."
600,"She was between the shafts of a smart dogcart painted red and black, which was standing outside a public-house."
601,"A fat red-faced man in check breeches and gaiters, who looked like a publican, was stroking her nose and feeding her with sugar."
602,Her coat was newly clipped and she wore a scarlet ribbon round her forelock.
603,"She appeared to be enjoying herself, so the pigeons said."
604,None of the animals ever mentioned Mollie again.
605,In January there came bitterly hard weather.
606,"The earth was like iron, and nothing could be done in the fields."
607,"Many meetings were held in the big barn, and the pigs occupied themselves with planning out the work of the coming season."
608,"It had come to be accepted that the pigs, who were manifestly cleverer than the other animals, should decide all questions of farm policy, though their decisions had to be ratified by a majority vote."
609,This arrangement would have worked well enough if it had not been for the disputes between Snowball and Napoleon.
610,These two disagreed at every point where disagreement was possible.
611,"If one of them suggested sowing a bigger acreage with barley, the other was certain to demand a bigger acreage of oats, and if one of them said that such and such a field was just right for cabbages, the other would declare that it was useless for anything except roots."
612,"Each had his own following, and there were some violent debates."
613,"At the Meetings Snowball often won over the majority by his brilliant speeches, but Napoleon was better at canvassing support for himself in between times."
614,He was especially successful with the sheep.
615,"Of late the sheep had taken to bleating ""Four legs good, two legs bad"" both in and out of season, and they often interrupted the Meeting with this."
616,"It was noticed that they were especially liable to break into ""Four legs good, two legs bad"" at crucial moments in Snowball's speeches."
617,"Snowball had made a close study of some back numbers of the Farmer and Stock-breeder which he had found in the farmhouse, and was full of plans for innovations and improvements."
618,"He talked learnedly about field-drains, silage, and basic slag, and had worked out a complicated scheme for all the animals to drop their dung directly in the fields, at a different spot every day, to save the labour of cartage."
619,"Napoleon produced no schemes of his own, but said quietly that Snowball's would come to nothing, and seemed to be biding his time."
620,"But of all their controversies, none was so bitter as the one that took place over the windmill."
621,"In the long pasture, not far from the farm buildings, there was a small knoll which was the highest point on the farm."
622,"After surveying the ground, Snowball declared that this was just the place for a windmill, which could be made to operate a dynamo and supply the farm with electrical power."
623,"This would light the stalls and warm them in winter, and would also run a circular saw, a chaff-cutter, a mangel-slicer, and an electric milking machine."
624,"The animals had never heard of anything of this kind before (for the farm was an old-fashioned one and had only the most primitive machinery), and they listened in astonishment while Snowball conjured up pictures of fantastic machines which would do their work for them while they grazed at their ease in the fields or improved their minds with reading and conversation."
625,Within a few weeks Snowball's plans for the windmill were fully worked out.
626,The mechanical details came mostly from three books which had belonged to Mr.
627,"Jones— One Thousand Useful Things to Do About the House , Every Man His Own Bricklayer , and Electricity for Beginners ."
628,"Snowball used as his study a shed which had once been used for incubators and had a smooth wooden floor, suitable for drawing on."
629,He was closeted there for hours at a time.
630,"With his books held open by a stone, and with a piece of chalk gripped between the knuckles of his trotter, he would move rapidly to and fro, drawing in line after line and uttering little whimpers of excitement."
631,"Gradually the plans grew into a complicated mass of cranks and cog-wheels, covering more than half the floor, which the other animals found completely unintelligible but very impressive."
632,All of them came to look at Snowball's drawings at least once a day.
633,"Even the hens and ducks came, and were at pains not to tread on the chalk marks."
634,Only Napoleon held aloof.
635,He had declared himself against the windmill from the start.
636,"One day, however, he arrived unexpectedly to examine the plans."
637,"He walked heavily round the shed, looked closely at every detail of the plans and snuffed at them once or twice, then stood for a little while contemplating them out of the corner of his eye;"
638,"then suddenly he lifted his leg, urinated over the plans, and walked out without uttering a word."
639,The whole farm was deeply divided on the subject of the windmill.
640,Snowball did not deny that to build it would be a difficult business.
641,"Stone would have to be quarried and built up into walls, then the sails would have to be made and after that there would be need for dynamos and cables."
642,"(How these were to be procured, Snowball did not say.)"
643,But he maintained that it could all be done in a year.
644,"And thereafter, he declared, so much labour would be saved that the animals would only need to work three days a week."
645,"Napoleon, on the other hand, argued that the great need of the moment was to increase food production, and that if they wasted time on the windmill they would all starve to death."
646,"The animals formed themselves into two factions under the slogans, ""Vote for Snowball and the three-day week"" and ""Vote for Napoleon and the full manger."""
647,Benjamin was the only animal who did not side with either faction.
648,He refused to believe either that food would become more plentiful or that the windmill would save work.
649,"Windmill or no windmill, he said, life would go on as it had always gone on—that is, badly."
650,"Apart from the disputes over the windmill, there was the question of the defence of the farm."
651,It was fully realised that though the human beings had been defeated in the Battle of the Cowshed they might make another and more determined attempt to recapture the farm and reinstate Mr.
652,Jones.
653,They had all the more reason for doing so because the news of their defeat had spread across the countryside and made the animals on the neighbouring farms more restive than ever.
654,"As usual, Snowball and Napoleon were in disagreement."
655,"According to Napoleon, what the animals must do was to procure firearms and train themselves in the use of them."
656,"According to Snowball, they must send out more and more pigeons and stir up rebellion among the animals on the other farms."
657,"The one argued that if they could not defend themselves they were bound to be conquered, the other argued that if rebellions happened everywhere they would have no need to defend themselves."
658,"The animals listened first to Napoleon, then to Snowball, and could not make up their minds which was right;"
659,"indeed, they always found themselves in agreement with the one who was speaking at the moment."
660,At last the day came when Snowball's plans were completed.
661,At the Meeting on the following Sunday the question of whether or not to begin work on the windmill was to be put to the vote.
662,"When the animals had assembled in the big barn, Snowball stood up and, though occasionally interrupted by bleating from the sheep, set forth his reasons for advocating the building of the windmill."
663,Then Napoleon stood up to reply.
664,"He said very quietly that the windmill was nonsense and that he advised nobody to vote for it, and promptly sat down again;"
665,"he had spoken for barely thirty seconds, and seemed almost indifferent as to the effect he produced."
666,"At this Snowball sprang to his feet, and shouting down the sheep, who had begun bleating again, broke into a passionate appeal in favour of the windmill."
667,"Until now the animals had been about equally divided in their sympathies, but in a moment Snowball's eloquence had carried them away."
668,In glowing sentences he painted a picture of Animal Farm as it might be when sordid labour was lifted from the animals' backs.
669,His imagination had now run far beyond chaff-cutters and turnip-slicers.
670,"Electricity, he said, could operate threshing machines, ploughs, harrows, rollers, and reapers and binders, besides supplying every stall with its own electric light, hot and cold water, and an electric heater."
671,"By the time he had finished speaking, there was no doubt as to which way the vote would go."
672,"But just at this moment Napoleon stood up and, casting a peculiar sidelong look at Snowball, uttered a high-pitched whimper of a kind no one had ever heard him utter before."
673,"At this there was a terrible baying sound outside, and nine enormous dogs wearing brass-studded collars came bounding into the barn."
674,"They dashed straight for Snowball, who only sprang from his place just in time to escape their snapping jaws."
675,In a moment he was out of the door and they were after him.
676,"Too amazed and frightened to speak, all the animals crowded through the door to watch the chase."
677,Snowball was racing across the long pasture that led to the road.
678,"He was running as only a pig can run, but the dogs were close on his heels."
679,Suddenly he slipped and it seemed certain that they had him.
680,"Then he was up again, running faster than ever, then the dogs were gaining on him again."
681,"One of them all but closed his jaws on Snowball's tail, but Snowball whisked it free just in time."
682,"Then he put on an extra spurt and, with a few inches to spare, slipped through a hole in the hedge and was seen no more."
683,"Silent and terrified, the animals crept back into the barn."
684,In a moment the dogs came bounding back.
685,"At first no one had been able to imagine where these creatures came from, but the problem was soon solved:"
686,they were the puppies whom Napoleon had taken away from their mothers and reared privately.
687,"Though not yet full-grown, they were huge dogs, and as fierce-looking as wolves."
688,They kept close to Napoleon.
689,It was noticed that they wagged their tails to him in the same way as the other dogs had been used to do to Mr.
690,Jones.
691,"Napoleon, with the dogs following him, now mounted on to the raised portion of the floor where Major had previously stood to deliver his speech."
692,He announced that from now on the Sunday-morning Meetings would come to an end.
693,"They were unnecessary, he said, and wasted time."
694,"In future all questions relating to the working of the farm would be settled by a special committee of pigs, presided over by himself."
695,These would meet in private and afterwards communicate their decisions to the others.
696,"The animals would still assemble on Sunday mornings to salute the flag, sing Beasts of England , and receive their orders for the week;"
697,but there would be no more debates.
698,"In spite of the shock that Snowball's expulsion had given them, the animals were dismayed by this announcement."
699,Several of them would have protested if they could have found the right arguments.
700,Even Boxer was vaguely troubled.
701,"He set his ears back, shook his forelock several times, and tried hard to marshal his thoughts;"
702,but in the end he could not think of anything to say.
703,"Some of the pigs themselves, however, were more articulate."
704,"Four young porkers in the front row uttered shrill squeals of disapproval, and all four of them sprang to their feet and began speaking at once."
705,"But suddenly the dogs sitting round Napoleon let out deep, menacing growls, and the pigs fell silent and sat down again."
706,"Then the sheep broke out into a tremendous bleating of ""Four legs good, two legs bad!"""
707,which went on for nearly a quarter of an hour and put an end to any chance of discussion.
708,Afterwards Squealer was sent round the farm to explain the new arrangement to the others.
709,"""Comrades,"" he said, ""I trust that every animal here appreciates the sacrifice that Comrade Napoleon has made in taking this extra labour upon himself."
710,"Do not imagine, comrades, that leadership is a pleasure!"
711,"On the contrary, it is a deep and heavy responsibility."
712,No one believes more firmly than Comrade Napoleon that all animals are equal.
713,He would be only too happy to let you make your decisions for yourselves.
714,"But sometimes you might make the wrong decisions, comrades, and then where should we be?"
715,"Suppose you had decided to follow Snowball, with his moonshine of windmills—Snowball, who, as we now know, was no better than a criminal?"""
716,"""He fought bravely at the Battle of the Cowshed,"" said somebody."
717,"""Bravery is not enough,"" said Squealer."
718,"""Loyalty and obedience are more important."
719,"And as to the Battle of the Cowshed, I believe the time will come when we shall find that Snowball's part in it was much exaggerated."
720,"Discipline, comrades, iron discipline!"
721,That is the watchword for today.
722,"One false step, and our enemies would be upon us."
723,"Surely, comrades, you do not want Jones back?"""
724,Once again this argument was unanswerable.
725,Certainly the animals did not want Jones back;
726,"if the holding of debates on Sunday mornings was liable to bring him back, then the debates must stop."
727,"Boxer, who had now had time to think things over, voiced the general feeling by saying:"
728,"""If Comrade Napoleon says it, it must be right."""
729,"And from then on he adopted the maxim, ""Napoleon is always right,"" in addition to his private motto of ""I will work harder."""
730,By this time the weather had broken and the spring ploughing had begun.
731,The shed where Snowball had drawn his plans of the windmill had been shut up and it was assumed that the plans had been rubbed off the floor.
732,Every Sunday morning at ten o'clock the animals assembled in the big barn to receive their orders for the week.
733,"The skull of old Major, now clean of flesh, had been disinterred from the orchard and set up on a stump at the foot of the flagstaff, beside the gun."
734,"After the hoisting of the flag, the animals were required to file past the skull in a reverent manner before entering the barn."
735,Nowadays they did not sit all together as they had done in the past.
736,"Napoleon, with Squealer and another pig named Minimus, who had a remarkable gift for composing songs and poems, sat on the front of the raised platform, with the nine young dogs forming a semicircle round them, and the other pigs sitting behind."
737,The rest of the animals sat facing them in the main body of the barn.
738,"Napoleon read out the orders for the week in a gruff soldierly style, and after a single singing of Beasts of England , all the animals dispersed."
739,"On the third Sunday after Snowball's expulsion, the animals were somewhat surprised to hear Napoleon announce that the windmill was to be built after all."
740,"He did not give any reason for having changed his mind, but merely warned the animals that this extra task would mean very hard work;"
741,it might even be necessary to reduce their rations.
742,"The plans, however, had all been prepared, down to the last detail."
743,A special committee of pigs had been at work upon them for the past three weeks.
744,"The building of the windmill, with various other improvements, was expected to take two years."
745,That evening Squealer explained privately to the other animals that Napoleon had never in reality been opposed to the windmill.
746,"On the contrary, it was he who had advocated it in the beginning, and the plan which Snowball had drawn on the floor of the incubator shed had actually been stolen from among Napoleon's papers."
747,"The windmill was, in fact, Napoleon's own creation."
748,"Why, then, asked somebody, had he spoken so strongly against it?"
749,Here Squealer looked very sly.
750,"That, he said, was Comrade Napoleon's cunning."
751,"He had seemed to oppose the windmill, simply as a manoeuvre to get rid of Snowball, who was a dangerous character and a bad influence."
752,"Now that Snowball was out of the way, the plan could go forward without his interference."
753,"This, said Squealer, was something called tactics."
754,"He repeated a number of times, ""Tactics, comrades, tactics!"""
755,skipping round and whisking his tail with a merry laugh.
756,"The animals were not certain what the word meant, but Squealer spoke so persuasively, and the three dogs who happened to be with him growled so threateningly, that they accepted his explanation without further questions."
758,Chapter Six
759,All that year the animals worked like slaves.
760,But they were happy in their work;
761,"they grudged no effort or sacrifice, well aware that everything that they did was for the benefit of themselves and those of their kind who would come after them, and not for a pack of idle, thieving human beings."
762,"Throughout the spring and summer they worked a sixty-hour week, and in August Napoleon announced that there would be work on Sunday afternoons as well."
763,"This work was strictly voluntary, but any animal who absented himself from it would have his rations reduced by half."
764,"Even so, it was found necessary to leave certain tasks undone."
765,"The harvest was a little less successful than in the previous year, and two fields which should have been sown with roots in the early summer were not sown because the ploughing had not been completed early enough."
766,It was possible to foresee that the coming winter would be a hard one.
767,The windmill presented unexpected difficulties.
768,"There was a good quarry of limestone on the farm, and plenty of sand and cement had been found in one of the outhouses, so that all the materials for building were at hand."
769,But the problem the animals could not at first solve was how to break up the stone into pieces of suitable size.
770,"There seemed no way of doing this except with picks and crowbars, which no animal could use, because no animal could stand on his hind legs."
771,"Only after weeks of vain effort did the right idea occur to somebody—namely, to utilise the force of gravity."
772,"Huge boulders, far too big to be used as they were, were lying all over the bed of the quarry."
773,"The animals lashed ropes round these, and then all together, cows, horses, sheep, any animal that could lay hold of the rope—even the pigs sometimes joined in at critical moments—they dragged them with desperate slowness up the slope to the top of the quarry, where they were toppled over the edge, to shatter to pieces below."
774,Transporting the stone when it was once broken was comparatively simple.
775,"The horses carried it off in cart-loads, the sheep dragged single blocks, even Muriel and Benjamin yoked themselves into an old governess-cart and did their share."
776,"By late summer a sufficient store of stone had accumulated, and then the building began, under the superintendence of the pigs."
777,"But it was a slow, laborious process."
778,"Frequently it took a whole day of exhausting effort to drag a single boulder to the top of the quarry, and sometimes when it was pushed over the edge it failed to break."
779,"Nothing could have been achieved without Boxer, whose strength seemed equal to that of all the rest of the animals put together."
780,"When the boulder began to slip and the animals cried out in despair at finding themselves dragged down the hill, it was always Boxer who strained himself against the rope and brought the boulder to a stop."
781,"To see him toiling up the slope inch by inch, his breath coming fast, the tips of his hoofs clawing at the ground, and his great sides matted with sweat, filled everyone with admiration."
782,"Clover warned him sometimes to be careful not to overstrain himself, but Boxer would never listen to her."
783,"His two slogans, ""I will work harder"" and ""Napoleon is always right,"" seemed to him a sufficient answer to all problems."
784,He had made arrangements with the cockerel to call him three-quarters of an hour earlier in the mornings instead of half an hour.
785,"And in his spare moments, of which there were not many nowadays, he would go alone to the quarry, collect a load of broken stone, and drag it down to the site of the windmill unassisted."
786,"The animals were not badly off throughout that summer, in spite of the hardness of their work."
787,"If they had no more food than they had had in Jones's day, at least they did not have less."
788,"The advantage of only having to feed themselves, and not having to support five extravagant human beings as well, was so great that it would have taken a lot of failures to outweigh it."
789,And in many ways the animal method of doing things was more efficient and saved labour.
790,"Such jobs as weeding, for instance, could be done with a thoroughness impossible to human beings."
791,"And again, since no animal now stole, it was unnecessary to fence off pasture from arable land, which saved a lot of labour on the upkeep of hedges and gates."
792,"Nevertheless, as the summer wore on, various unforeseen shortages began to make themselves felt."
793,"There was need of paraffin oil, nails, string, dog biscuits, and iron for the horses' shoes, none of which could be produced on the farm."
794,"Later there would also be need for seeds and artificial manures, besides various tools and, finally, the machinery for the windmill."
795,"How these were to be procured, no one was able to imagine."
796,"One Sunday morning, when the animals assembled to receive their orders, Napoleon announced that he had decided upon a new policy."
797,From now onwards Animal Farm would engage in trade with the neighbouring farms:
798,"not, of course, for any commercial purpose, but simply in order to obtain certain materials which were urgently necessary."
799,"The needs of the windmill must override everything else, he said."
800,"He was therefore making arrangements to sell a stack of hay and part of the current year's wheat crop, and later on, if more money were needed, it would have to be made up by the sale of eggs, for which there was always a market in Willingdon."
801,"The hens, said Napoleon, should welcome this sacrifice as their own special contribution towards the building of the windmill."
802,Once again the animals were conscious of a vague uneasiness.
803,"Never to have any dealings with human beings, never to engage in trade, never to make use of money—had not these been among the earliest resolutions passed at that first triumphant Meeting after Jones was expelled?"
804,All the animals remembered passing such resolutions:
805,or at least they thought that they remembered it.
806,"The four young pigs who had protested when Napoleon abolished the Meetings raised their voices timidly, but they were promptly silenced by a tremendous growling from the dogs."
807,"Then, as usual, the sheep broke into ""Four legs good, two legs bad!"""
808,and the momentary awkwardness was smoothed over.
809,Finally Napoleon raised his trotter for silence and announced that he had already made all the arrangements.
810,"There would be no need for any of the animals to come in contact with human beings, which would clearly be most undesirable."
811,He intended to take the whole burden upon his own shoulders.
812,A Mr.
813,"Whymper, a solicitor living in Willingdon, had agreed to act as intermediary between Animal Farm and the outside world, and would visit the farm every Monday morning to receive his instructions."
814,"Napoleon ended his speech with his usual cry of ""Long live Animal Farm!"","
815,and after the singing of Beasts of England the animals were dismissed.
816,Afterwards Squealer made a round of the farm and set the animals' minds at rest.
817,"He assured them that the resolution against engaging in trade and using money had never been passed, or even suggested."
818,"It was pure imagination, probably traceable in the beginning to lies circulated by Snowball."
819,"A few animals still felt faintly doubtful, but Squealer asked them shrewdly, ""Are you certain that this is not something that you have dreamed, comrades?"
820,Have you any record of such a resolution?
821,"Is it written down anywhere?"""
822,"And since it was certainly true that nothing of the kind existed in writing, the animals were satisfied that they had been mistaken."
823,Every Monday Mr.
824,Whymper visited the farm as had been arranged.
825,"He was a sly-looking little man with side whiskers, a solicitor in a very small way of business, but sharp enough to have realised earlier than anyone else that Animal Farm would need a broker and that the commissions would be worth having."
826,"The animals watched his coming and going with a kind of dread, and avoided him as much as possible."
827,"Nevertheless, the sight of Napoleon, on all fours, delivering orders to Whymper, who stood on two legs, roused their pride and partly reconciled them to the new arrangement."
828,Their relations with the human race were now not quite the same as they had been before.
829,The human beings did not hate Animal Farm any less now that it was prospering;
830,"indeed, they hated it more than ever."
831,"Every human being held it as an article of faith that the farm would go bankrupt sooner or later, and, above all, that the windmill would be a failure."
832,"They would meet in the public-houses and prove to one another by means of diagrams that the windmill was bound to fall down, or that if it did stand up, then that it would never work."
833,"And yet, against their will, they had developed a certain respect for the efficiency with which the animals were managing their own affairs."
834,One symptom of this was that they had begun to call Animal Farm by its proper name and ceased to pretend that it was called the Manor Farm.
835,"They had also dropped their championship of Jones, who had given up hope of getting his farm back and gone to live in another part of the county."
836,"Except through Whymper, there was as yet no contact between Animal Farm and the outside world, but there were constant rumours that Napoleon was about to enter into a definite business agreement either with Mr."
837,Pilkington of Foxwood or with Mr.
838,"Frederick of Pinchfield—but never, it was noticed, with both simultaneously."
839,It was about this time that the pigs suddenly moved into the farmhouse and took up their residence there.
840,"Again the animals seemed to remember that a resolution against this had been passed in the early days, and again Squealer was able to convince them that this was not the case."
841,"It was absolutely necessary, he said, that the pigs, who were the brains of the farm, should have a quiet place to work in."
842,"It was also more suited to the dignity of the Leader (for of late he had taken to speaking of Napoleon under the title of ""Leader"") to live in a house than in a mere sty."
843,"Nevertheless, some of the animals were disturbed when they heard that the pigs not only took their meals in the kitchen and used the drawing-room as a recreation room, but also slept in the beds."
844,"Boxer passed it off as usual with ""Napoleon is always right!"","
845,"but Clover, who thought she remembered a definite ruling against beds, went to the end of the barn and tried to puzzle out the Seven Commandments which were inscribed there."
846,"Finding herself unable to read more than individual letters, she fetched Muriel."
847,"""Muriel,"" she said, ""read me the Fourth Commandment."
848,"Does it not say something about never sleeping in a bed?"""
849,With some difficulty Muriel spelt it out.
850,"""It says, 'No animal shall sleep in a bed with sheets ,'"" she announced finally."
851,"Curiously enough, Clover had not remembered that the Fourth Commandment mentioned sheets;"
852,"but as it was there on the wall, it must have done so."
853,"And Squealer, who happened to be passing at this moment, attended by two or three dogs, was able to put the whole matter in its proper perspective."
854,"""You have heard, then, comrades,"" he said, ""that we pigs now sleep in the beds of the farmhouse?"
855,And why not?
856,"You did not suppose, surely, that there was ever a ruling against beds ?"
857,A bed merely means a place to sleep in.
858,"A pile of straw in a stall is a bed, properly regarded."
859,"The rule was against sheets , which are a human invention."
860,"We have removed the sheets from the farmhouse beds, and sleep between blankets."
861,And very comfortable beds they are too!
862,"But not more comfortable than we need, I can tell you, comrades, with all the brainwork we have to do nowadays."
863,"You would not rob us of our repose, would you, comrades?"
864,You would not have us too tired to carry out our duties?
865,"Surely none of you wishes to see Jones back?"""
866,"The animals reassured him on this point immediately, and no more was said about the pigs sleeping in the farmhouse beds."
867,"And when, some days afterwards, it was announced that from now on the pigs would get up an hour later in the mornings than the other animals, no complaint was made about that either."
868,By the autumn the animals were tired but happy.
869,"They had had a hard year, and after the sale of part of the hay and corn, the stores of food for the winter were none too plentiful, but the windmill compensated for everything."
870,It was almost half built now.
871,"After the harvest there was a stretch of clear dry weather, and the animals toiled harder than ever, thinking it well worth while to plod to and fro all day with blocks of stone if by doing so they could raise the walls another foot."
872,Boxer would even come out at nights and work for an hour or two on his own by the light of the harvest moon.
873,"In their spare moments the animals would walk round and round the half-finished mill, admiring the strength and perpendicularity of its walls and marvelling that they should ever have been able to build anything so imposing."
874,"Only old Benjamin refused to grow enthusiastic about the windmill, though, as usual, he would utter nothing beyond the cryptic remark that donkeys live a long time."
875,"November came, with raging south-west winds."
