sid,sentence
595,and could see very         little then.
596,"All he could make out was, that it was still very foggy and         extremely cold, and that there was no noise of people running to and         fro, and making a great stir, as there unquestionably would have been if         night had beaten off bright day, and taken possession of the world."
597,"This         was a great relief, because “three days after sight of this First         of Exchange pay to Mr."
598,"Ebenezer Scrooge or his order,” and so         forth, would have become a mere United States’ security if there         were no days to count by."
599,"Scrooge went to bed again, and thought, and thought, and thought it over         and over and over, and could make nothing of it."
600,"The more he thought,         the more perplexed he was;"
601,"and the more he endeavoured not to think, the         more he thought."
602,Marley’s Ghost bothered him exceedingly.
603,"Every time he resolved         within himself, after mature inquiry, that it was all a dream, his mind         flew back again, like a strong spring released, to its first position,         and presented the same problem to be worked all through, “Was it a         dream or not?”"
604,"Scrooge lay in this state until the chime had gone three quarters more,         when he remembered, on a sudden, that the Ghost had warned him of a         visitation when the bell tolled one."
605,He resolved to lie awake until the         hour was passed;
606,"and, considering that he could no more go to sleep than         go to Heaven, this was perhaps the wisest resolution in his power."
607,"The quarter was so long, that he was more than once convinced he must         have sunk into a doze unconsciously, and missed the clock."
608,At length it         broke upon his listening ear.
609,"“Ding, dong!”"
610,"“A quarter past,” said Scrooge, counting."
611,"“Ding, dong!”"
612,“Half-past!”
613,said Scrooge.
614,"“Ding, dong!”"
615,"“A quarter to it,” said Scrooge."
616,"“Ding, dong!”"
617,"“The hour itself,” said Scrooge, triumphantly, “and         nothing else!”"
618,"He spoke before the hour bell sounded, which it now did with a deep,         dull, hollow, melancholy One ."
619,"Light flashed up         in the room upon the instant, and the curtains of his bed were drawn."
620,"The curtains of his bed were drawn aside, I tell you, by a hand."
621,"Not the         curtains at his feet, nor the curtains at his back, but those to which         his face was addressed."
622,The curtains of his bed were drawn aside;
623,"and         Scrooge, starting up into a half-recumbent attitude, found himself face         to face with the unearthly visitor who drew them:"
624,"as close to it as I am         now to you, and I am standing in the spirit at your elbow."
625,It was a strange figure—like a child:
626,"yet not so like a child as         like an old man, viewed through some supernatural medium, which gave him         the appearance of having receded from the view, and being diminished to         a child’s proportions."
627,"Its hair, which hung about its neck and         down its back, was white as if with age;"
628,"and yet the face had not a         wrinkle in it, and the tenderest bloom was on the skin."
629,The arms were         very long and muscular;
630,"the hands the same, as if its hold were of         uncommon strength."
631,"Its legs and feet, most delicately formed, were, like         those upper members, bare."
632,It wore a tunic of the purest white;
633,"and         round its waist was bound a lustrous belt, the sheen of which was         beautiful."
634,It held a branch of fresh green holly in its hand;
635,"and, in         singular contradiction of that wintry emblem, had its dress trimmed with         summer flowers."
636,"But the strangest thing about it was, that from the         crown of its head there sprung a bright clear jet of light, by which all         this was visible;"
637,"and which was doubtless the occasion of its using, in         its duller moments, a great extinguisher for a cap, which it now held         under its arm."
638,"Even this, though, when Scrooge looked at it with increasing steadiness,         was not its strangest quality."
639,"For as its belt sparkled and         glittered now in one part and now in another, and what was light one         instant, at another time was dark, so the figure itself fluctuated in         its distinctness:"
640,"being now a thing with one arm, now with one leg, now         with twenty legs, now a pair of legs without a head, now a head without         a body:"
641,"of which dissolving parts, no outline would be visible in the         dense gloom wherein they melted away."
642,"And in the very wonder of this, it         would be itself again;"
643,distinct and clear as ever.
644,"“Are you the Spirit, sir, whose coming was foretold to me?” "
645,       asked Scrooge.
646,“I am!”
647,The voice was soft and gentle.
648,"Singularly low, as if instead of being so         close beside him, it were at a distance."
649,"“Who, and what are you?”"
650,Scrooge demanded.
651,“I am the Ghost of Christmas Past.”
652,“Long Past?”
653,inquired Scrooge:
654,observant of its dwarfish         stature.
655,“No.
656,Your past.”
657,"Perhaps, Scrooge could not have told anybody why, if anybody could have         asked him;"
658,but he had a special desire to see the Spirit in his cap;
659,and         begged him to be covered.
660,“What!”
661,"exclaimed the Ghost, “would you so soon put         out, with worldly hands, the light I give?"
662,"Is it not enough that you are         one of those whose passions made this cap, and force me through whole         trains of years to wear it low upon my brow!”"
663,Scrooge reverently disclaimed all intention to offend or any knowledge         of having wilfully “bonneted” the Spirit at any period of         his life.
664,He then made bold to inquire what business brought him there.
665,“Your welfare!”
666,said the Ghost.
667,"Scrooge expressed himself much obliged, but could not help thinking that         a night of unbroken rest would have been more conducive to that end."
668,"The         Spirit must have heard him thinking, for it said immediately:"
669,"“Your reclamation, then."
670,Take heed!”
671,"It put out its strong hand as it spoke, and clasped him gently by the         arm."
672,“Rise!
673,and walk with me!”
674,It would have been in vain for Scrooge to plead that the weather and the         hour were not adapted to pedestrian purposes;
675,"that bed was warm, and the         thermometer a long way below freezing;"
676,"that he was clad but lightly in         his slippers, dressing-gown, and nightcap;"
677,and that he had a cold upon         him at that time.
678,"The grasp, though gentle as a woman’s hand, was         not to be resisted."
679,He rose:
680,"but finding that the Spirit made towards         the window, clasped his robe in supplication."
681,"“I am a mortal,” Scrooge remonstrated, “and liable to         fall.”"
682,"“Bear but a touch of my hand there ,” said the Spirit,         laying it upon his heart, “and you shall be upheld in more than         this!”"
683,"As the words were spoken, they passed through the wall, and stood upon         an open country road, with fields on either hand."
684,The city had entirely         vanished.
685,Not a vestige of it was to be seen.
686,"The darkness and the mist         had vanished with it, for it was a clear, cold, winter day, with snow         upon the ground."
687,“Good Heaven!”
688,"said Scrooge, clasping his hands together, as         he looked about him."
689,“I was bred in this place.
690,I was a boy here!”
691,The Spirit gazed upon him mildly.
692,"Its gentle touch, though it had been         light and instantaneous, appeared still present to the old man’s         sense of feeling."
693,"He was conscious of a thousand odours floating in the         air, each one connected with a thousand thoughts, and hopes, and joys,         and cares long, long, forgotten!"
694,"“Your lip is trembling,” said the Ghost."
695,“And what is         that upon your cheek?”
696,"Scrooge muttered, with an unusual catching in his voice, that it was a         pimple;"
697,and begged the Ghost to lead him where he would.
698,“You recollect the way?”
699,inquired the Spirit.
700,“Remember it!”
701,cried Scrooge with fervour;
702,“I could         walk it blindfold.”
703,“Strange to have forgotten it for so many years!”
704,observed         the Ghost.
705,“Let us go on.”
706,"They walked along the road, Scrooge recognising every gate, and post,         and tree;"
707,"until a little market-town appeared in the distance, with its         bridge, its church, and winding river."
708,"Some shaggy ponies now were seen         trotting towards them with boys upon their backs, who called to other         boys in country gigs and carts, driven by farmers."
709,"All these boys were         in great spirits, and shouted to each other, until the broad fields were         so full of merry music, that the crisp air laughed to hear it!"
710,"“These are but shadows of the things that have been,” said         the Ghost."
711,“They have no consciousness of us.”
712,The jocund travellers came on;
713,"and as they came, Scrooge knew and named         them every one."
714,Why was he rejoiced beyond all bounds to see them!
715,"Why         did his cold eye glisten, and his heart leap up as they went past!"
716,"Why         was he filled with gladness when he heard them give each other Merry         Christmas, as they parted at cross-roads and bye-ways, for their several         homes!"
717,What was merry Christmas to Scrooge?
718,Out upon merry Christmas! 
719,       What good had it ever done to him?
720,"“The school is not quite deserted,” said the Ghost."
721,"“A         solitary child, neglected by his friends, is left there still.”"
722,Scrooge said he knew it.
723,And he sobbed.
724,"They left the high-road, by a well-remembered lane, and soon approached         a mansion of dull red brick, with a little weathercock-surmounted         cupola, on the roof, and a bell hanging in it."
725,"It was a large house, but         one of broken fortunes;"
726,"for the spacious offices were little used, their         walls were damp and mossy, their windows broken, and their gates         decayed."
727,Fowls clucked and strutted in the stables;
728,and the coach-houses         and sheds were over-run with grass.
729,"Nor was it more retentive of its         ancient state, within;"
730,"for entering the dreary hall, and glancing         through the open doors of many rooms, they found them poorly furnished,         cold, and vast."
731,"There was an earthy savour in the air, a chilly bareness         in the place, which associated itself somehow with too much getting up         by candle-light, and not too much to eat."
732,"They went, the Ghost and Scrooge, across the hall, to a door at the back         of the house."
733,"It opened before them, and disclosed a long, bare,         melancholy room, made barer still by lines of plain deal forms and         desks."
734,At one of these a lonely boy was reading near a feeble fire;
735,"and         Scrooge sat down upon a form, and wept to see his poor forgotten self as         he used to be."
736,"Not a latent echo in the house, not a squeak and scuffle from the mice         behind the panelling, not a drip from the half-thawed water-spout in the         dull yard behind, not a sigh among the leafless boughs of one despondent         poplar, not the idle swinging of an empty store-house door, no, not a         clicking in the fire, but fell upon the heart of Scrooge with a         softening influence, and gave a freer passage to his tears."
737,"The Spirit touched him on the arm, and pointed to his younger self,         intent upon his reading."
738,"Suddenly a man, in foreign garments: "
739,       wonderfully real and distinct to look at:
740,"stood outside the window, with         an axe stuck in his belt, and leading by the bridle an ass laden with         wood."
741,"“Why, it’s Ali Baba!”"
742,Scrooge exclaimed in ecstasy. 
743,       “It’s dear old honest Ali Baba!
744,"Yes, yes, I know!"
745,"One         Christmas time, when yonder solitary child was left here all alone, he did come, for the first time, just like that."
746,Poor boy!
747,"And         Valentine,” said Scrooge, “and his wild brother, Orson; "
748,       there they go!
749,"And what’s his name, who was put down in his         drawers, asleep, at the Gate of Damascus;"
750,don’t you see him!
751,And         the Sultan’s Groom turned upside down by the Genii;
752,there he is         upon his head!
753,Serve him right.
754,I’m glad of it.
755,What business had he to be married to the Princess!”
756,"To hear Scrooge expending all the earnestness of his nature on such         subjects, in a most extraordinary voice between laughing and crying;"
757,and         to see his heightened and excited face;
758,"would have been a surprise to         his business friends in the city, indeed."
759,“There’s the Parrot!”
760,cried Scrooge.
761,"“Green body         and yellow tail, with a thing like a lettuce growing out of the top of         his head;"
762,there he is!
763,"Poor Robin Crusoe, he called him, when he came         home again after sailing round the island."
764,"‘Poor Robin Crusoe,         where have you been, Robin Crusoe?’"
765,"The man thought he was         dreaming, but he wasn’t."
766,"It was the Parrot, you know."
767,"There goes         Friday, running for his life to the little creek!"
768,Halloa!
769,Hoop!
770,Halloo!”
771,"Then, with a rapidity of transition very foreign to his usual character,         he said, in pity for his former self, “Poor boy!”"
772,and cried         again.
773,"“I wish,” Scrooge muttered, putting his hand in his pocket,         and looking about him, after drying his eyes with his cuff:"
774,“but         it’s too late now.”
775,“What is the matter?”
776,asked the Spirit.
777,"“Nothing,” said Scrooge."
778,“Nothing.
779,There was a boy         singing a Christmas Carol at my door last night.
780,I should like to have         given him something:
781,that’s all.”
782,"The Ghost smiled thoughtfully, and waved its hand:"
783,"saying as it did so,         “Let us see another Christmas!”"
784,"Scrooge’s former self grew larger at the words, and the room         became a little darker and more dirty."
785,"The panels shrunk, the windows         cracked;"
786,"fragments of plaster fell out of the ceiling, and the naked         laths were shown instead;"
787,"but how all this was brought about, Scrooge         knew no more than you do."
788,He only knew that it was quite correct;
789,that         everything had happened so;
790,"that there he was, alone again, when all the         other boys had gone home for the jolly holidays."
791,"He was not reading now, but walking up and down despairingly."
792,"Scrooge         looked at the Ghost, and with a mournful shaking of his head, glanced         anxiously towards the door."
793,It opened;
794,"and a little girl, much younger than the boy, came darting         in, and putting her arms about his neck, and often kissing him,         addressed him as her “Dear, dear brother.”"
795,"“I have come to bring you home, dear brother!”"
796,"said the         child, clapping her tiny hands, and bending down to laugh."
797,"“To         bring you home, home, home!”"
798,"“Home, little Fan?”"
799,returned the boy.
800,“Yes!”
801,"said the child, brimful of glee."
802,"“Home, for         good and all."
803,"Home, for ever and ever."
804,"Father is so much kinder than he         used to be, that home’s like Heaven!"
805,"He spoke so gently to me one         dear night when I was going to bed, that I was not afraid to ask him         once more if you might come home;"
806,"and he said Yes, you should;"
807,and sent         me in a coach to bring you.
808,And you’re to be a man!”
809,"said         the child, opening her eyes, “and are never to come back here;"
810,"but         first, we’re to be together all the Christmas long, and have the         merriest time in all the world.”"
811,"“You are quite a woman, little Fan!”"
812,exclaimed the boy.
813,"She clapped her hands and laughed, and tried to touch his head;"
814,"but         being too little, laughed again, and stood on tiptoe to embrace him. "
815,"       Then she began to drag him, in her childish eagerness, towards the door; "
816,"       and he, nothing loth to go, accompanied her."
817,"A terrible voice in the hall cried, “Bring down Master Scrooge’s         box, there!”"
818,"and in the hall appeared the schoolmaster himself,         who glared on Master Scrooge with a ferocious condescension, and threw         him into a dreadful state of mind by shaking hands with him."
819,"He then         conveyed him and his sister into the veriest old well of a shivering         best-parlour that ever was seen, where the maps upon the wall, and the         celestial and terrestrial globes in the windows, were waxy with cold. "
820,"       Here he produced a decanter of curiously light wine, and a block of         curiously heavy cake, and administered instalments of those dainties to         the young people:"
821,"at the same time, sending out a meagre servant to         offer a glass of “something” to the postboy, who answered         that he thanked the gentleman, but if it was the same tap as he had         tasted before, he had rather not."
822,"Master Scrooge’s trunk being by         this time tied on to the top of the chaise, the children bade the         schoolmaster good-bye right willingly;"
823,"and getting into it, drove gaily         down the garden-sweep:"
824,the quick wheels dashing the hoar-frost and snow         from off the dark leaves of the evergreens like spray.
825,"“Always a delicate creature, whom a breath might have withered,”         said the Ghost."
826,“But she had a large heart!”
827,"“So she had,” cried Scrooge."
828,“You’re right.
829,"I         will not gainsay it, Spirit."
830,God forbid!”
831,"“She died a woman,” said the Ghost, “and had, as I         think, children.”"
832,"“One child,” Scrooge returned."
833,"“True,” said the Ghost."
834,“Your nephew!”
835,Scrooge seemed uneasy in his mind;
836,"and answered briefly, “Yes.”"
837,"Although they had but that moment left the school behind them, they were         now in the busy thoroughfares of a city, where shadowy passengers passed         and repassed;"
838,"where shadowy carts and coaches battled for the way, and         all the strife and tumult of a real city were."
839,"It was made plain enough,         by the dressing of the shops, that here too it was Christmas time again; "
840,"       but it was evening, and the streets were lighted up."
841,"The Ghost stopped at a certain warehouse door, and asked Scrooge if he         knew it."
842,“Know it!”
843,said Scrooge.
844,“Was I apprenticed here!”
845,They went in.
846,"At sight of an old gentleman in a Welsh wig, sitting         behind such a high desk, that if he had been two inches taller he must         have knocked his head against the ceiling, Scrooge cried in great         excitement:"
847,"“Why, it’s old Fezziwig!"
848,Bless his heart;
849,it’s         Fezziwig alive again!”
850,"Old Fezziwig laid down his pen, and looked up at the clock, which         pointed to the hour of seven."
851,He rubbed his hands;
852,adjusted his         capacious waistcoat;
853,"laughed all over himself, from his shoes to his         organ of benevolence;"
854,"and called out in a comfortable, oily, rich, fat,         jovial voice:"
855,"“Yo ho, there!"
856,Ebenezer!
857,Dick!”
858,"Scrooge’s former self, now grown a young man, came briskly in,         accompanied by his fellow-’prentice."
859,"“Dick Wilkins, to be sure!”"
860,said Scrooge to the Ghost. 
861,"       “Bless me, yes."
862,There he is.
863,"He was very much attached to me, was         Dick."
864,Poor Dick!
865,"Dear, dear!”"
866,"“Yo ho, my boys!”"
867,said Fezziwig.
868,“No more work         to-night.
869,"Christmas Eve, Dick."
870,"Christmas, Ebenezer!"
871,"Let’s have the         shutters up,” cried old Fezziwig, with a sharp clap of his hands,         “before a man can say Jack Robinson!”"
872,You wouldn’t believe how those two fellows went at it!
873,"They         charged into the street with the shutters—one, two, three—had         ’em up in their places—four, five, six—barred ’em         and pinned ’em—seven, eight, nine—and came back before         you could have got to twelve, panting like race-horses."
874,“Hilli-ho!”
875,"cried old Fezziwig, skipping down from the high         desk, with wonderful agility."
876,"“Clear away, my lads, and let’s         have lots of room here!"
877,"Hilli-ho, Dick!"
878,"Chirrup, Ebenezer!”"
879,Clear away!
880,"There was nothing they wouldn’t have cleared away, or         couldn’t have cleared away, with old Fezziwig looking on."
881,It was         done in a minute.
882,"Every movable was packed off, as if it were dismissed         from public life for evermore;"
883,"the floor was swept and watered, the         lamps were trimmed, fuel was heaped upon the fire;"
884,"and the warehouse was         as snug, and warm, and dry, and bright a ball-room, as you would desire         to see upon a winter’s night."
885,"In came a fiddler with a music-book, and went up to the lofty desk, and         made an orchestra of it, and tuned like fifty stomach-aches."
886,In came         Mrs.
887,"Fezziwig, one vast substantial smile."
888,"In came the three Miss         Fezziwigs, beaming and lovable."
889,In came the six young followers whose         hearts they broke.
890,In came all the young men and women employed in the         business.
891,"In came the housemaid, with her cousin, the baker."
892,"In came the         cook, with her brother’s particular friend, the milkman."
893,"In came         the boy from over the way, who was suspected of not having board enough         from his master;"
894,"trying to hide himself behind the girl from next door         but one, who was proved to have had her ears pulled by her mistress."
895,"In         they all came, one after another;"
896,"some shyly, some boldly, some         gracefully, some awkwardly, some pushing, some pulling;"
897,"in they all         came, anyhow and everyhow."
898,"Away they all went, twenty couple at once; "
899,       hands half round and back again the other way;
900,down the middle and up         again;
901,round and round in various stages of affectionate grouping;
902,old         top couple always turning up in the wrong place;
903,"new top couple starting         off again, as soon as they got there;"
904,"all top couples at last, and not a         bottom one to help them!"
905,"When this result was brought about, old         Fezziwig, clapping his hands to stop the dance, cried out, “Well         done!”"
906,"and the fiddler plunged his hot face into a pot of porter,         especially provided for that purpose."
907,"But scorning rest, upon his         reappearance, he instantly began again, though there were no dancers         yet, as if the other fiddler had been carried home, exhausted, on a         shutter, and he were a bran-new man resolved to beat him out of sight,         or perish."
908,"There were more dances, and there were forfeits, and more dances, and         there was cake, and there was negus, and there was a great piece of Cold         Roast, and there was a great piece of Cold Boiled, and there were         mince-pies, and plenty of beer."
909,"But the great effect of the evening came         after the Roast and Boiled, when the fiddler (an artful dog, mind!"
910,The         sort of man who knew his business better than you or I could have told         it him!)
911,struck up “Sir Roger de Coverley.”
912,Then old         Fezziwig stood out to dance with Mrs.
913,Fezziwig.
914,"Top couple, too;"
915,with a         good stiff piece of work cut out for them;
916,three or four and twenty pair         of partners;
917,people who were not to be trifled with;
918,"people who would dance, and had no notion of walking."
920,Mr. Fezziwig’s Ball
921,"But if they had been twice as many—ah, four times—old         Fezziwig would have been a match for them, and so would Mrs."
922,Fezziwig. 
923,"       As to her , she was worthy to be his partner in every sense of the         term."
924,"If that’s not high praise, tell me higher, and I’ll         use it."
925,A positive light appeared to issue from Fezziwig’s calves. 
926,       They shone in every part of the dance like moons.
927,"You couldn’t         have predicted, at any given time, what would have become of them next. "
928,       And when old Fezziwig and Mrs.
929,Fezziwig had gone all through the dance; 
930,"       advance and retire, both hands to your partner, bow and curtsey,         corkscrew, thread-the-needle, and back again to your place;"
931,"Fezziwig         “cut”—cut so deftly, that he appeared to wink with his         legs, and came upon his feet again without a stagger."
932,"When the clock struck eleven, this domestic ball broke up."
933,Mr.
934,and Mrs. 
935,"       Fezziwig took their stations, one on either side of the door, and         shaking hands with every person individually as he or she went out,         wished him or her a Merry Christmas."
936,"When everybody had retired but the         two ’prentices, they did the same to them;"
937,"and thus the cheerful         voices died away, and the lads were left to their beds;"
938,which were under         a counter in the back-shop.
939,"During the whole of this time, Scrooge had acted like a man out of his         wits."
940,"His heart and soul were in the scene, and with his former self."
941,"He         corroborated everything, remembered everything, enjoyed everything, and         underwent the strangest agitation."
942,"It was not until now, when the bright         faces of his former self and Dick were turned from them, that he         remembered the Ghost, and became conscious that it was looking full upon         him, while the light upon its head burnt very clear."
943,"“A small matter,” said the Ghost, “to make these silly         folks so full of gratitude.”"
944,“Small!”
945,echoed Scrooge.
946,"The Spirit signed to him to listen to the two apprentices, who were         pouring out their hearts in praise of Fezziwig:"
947,"and when he had done so,         said, “Why!"
948,Is it not?
949,He has spent but a few pounds of your mortal         money:
950,three or four perhaps.
951,Is that so much that he deserves this         praise?”
952,"“It isn’t that,” said Scrooge, heated by the remark,         and speaking unconsciously like his former, not his latter, self. "
953,"       “It isn’t that, Spirit."
954,He has the power to render us happy         or unhappy;
955,to make our service light or burdensome;
956,a pleasure or a         toil.
957,Say that his power lies in words and looks;
958,in things so slight         and insignificant that it is impossible to add and count ’em up: 
959,       what then?
960,"The happiness he gives, is quite as great as if it cost a         fortune.”"
961,"He felt the Spirit’s glance, and stopped."
962,“What is the matter?”
963,asked the Ghost.
964,"“Nothing particular,” said Scrooge."
965,"“Something, I think?”"
966,the Ghost insisted.
967,"“No,” said Scrooge, “No."
968,I should like to be able to         say a word or two to my clerk just now.
969,That’s all.”
970,His former self turned down the lamps as he gave utterance to the wish; 
971,       and Scrooge and the Ghost again stood side by side in the open air.
972,"“My time grows short,” observed the Spirit."
973,“Quick!”
974,"This was not addressed to Scrooge, or to any one whom he could see, but         it produced an immediate effect."
975,For again Scrooge saw himself.
976,He was         older now;
977,a man in the prime of life.
978,His face had not the harsh and         rigid lines of later years;
979,but it had begun to wear the signs of care         and avarice.
980,"There was an eager, greedy, restless motion in the eye,         which showed the passion that had taken root, and where the shadow of         the growing tree would fall."
981,"He was not alone, but sat by the side of a fair young girl in a         mourning-dress:"
982,"in whose eyes there were tears, which sparkled in the         light that shone out of the Ghost of Christmas Past."
983,"“It matters little,” she said, softly."
984,"“To you, very         little."
985,Another idol has displaced me;
986,"and if it can cheer and comfort         you in time to come, as I would have tried to do, I have no just cause         to grieve.”"
987,“What Idol has displaced you?”
988,he rejoined.
989,“A golden one.”
990,“This is the even-handed dealing of the world!”
991,he said. 
992,       “There is nothing on which it is so hard as poverty;
993,and there is         nothing it professes to condemn with such severity as the pursuit of         wealth!”
994,"“You fear the world too much,” she answered, gently."
995,“All         your other hopes have merged into the hope of being beyond the chance of         its sordid reproach.
996,"I have seen your nobler aspirations fall off one by         one, until the master-passion, Gain, engrosses you."
997,Have I not?”
998,“What then?”
999,he retorted.
1000,"“Even if I have grown so         much wiser, what then?"
1001,I am not changed towards you.”
1002,She shook her head.
1003,“Am I?”
1004,“Our contract is an old one.
1005,"It was made when we were both poor         and content to be so, until, in good season, we could improve our         worldly fortune by our patient industry."
1006,You are changed.
1007,"When it         was made, you were another man.”"
1008,"“I was a boy,” he said impatiently."
1009,"“Your own feeling tells you that you were not what you are,”         she returned."
1010,“I am.
1011,"That which promised happiness when we were         one in heart, is fraught with misery now that we are two."
1012,"How often and         how keenly I have thought of this, I will not say."
1013,"It is enough that I have thought of it, and can release you.”"
1014,“Have I ever sought release?”
1015,“In words.
1016,No.
1017,Never.”
1018,"“In what, then?”"
1019,“In a changed nature;
1020,in an altered spirit;
1021,in another atmosphere         of life;
1022,another Hope as its great end.
1023,In everything that made my love         of any worth or value in your sight.
1024,"If this had never been between us,”         said the girl, looking mildly, but with steadiness, upon him;"
1025,"“tell         me, would you seek me out and try to win me now?"
1026,"Ah, no!”"
1027,"He seemed to yield to the justice of this supposition, in spite of         himself."
1028,"But he said with a struggle, “You think not.”"
1029,"“I would gladly think otherwise if I could,” she answered,         “Heaven knows!"
1030,"When I have learned a Truth like this, I         know how strong and irresistible it must be."
1031,"But if you were free         to-day, to-morrow, yesterday, can even I believe that you would choose a         dowerless girl—you who, in your very confidence with her, weigh         everything by Gain:"
1032,"or, choosing her, if for a moment you were false         enough to your one guiding principle to do so, do I not know that your         repentance and regret would surely follow?"
1033,I do;
1034,and I release you.
1035,"With         a full heart, for the love of him you once were.”"
1036,He was about to speak;
1037,"but with her head turned from him, she resumed."
1038,“You may—the memory of what is past half makes me hope you         will—have pain in this.
1039,"A very, very brief time, and you will         dismiss the recollection of it, gladly, as an unprofitable dream, from         which it happened well that you awoke."
1040,May you be happy in the life you         have chosen!”
1041,"She left him, and they parted."
1042,“Spirit!”
1043,"said Scrooge, “show me no more!"
1044,Conduct me         home.
1045,Why do you delight to torture me?”
1046,“One shadow more!”
1047,exclaimed the Ghost.
1048,“No more!”
1049,cried Scrooge.
1050,“No more.
1051,I don’t wish         to see it.
1052,Show me no more!”
1053,"But the relentless Ghost pinioned him in both his arms, and forced him         to observe what happened next."
1054,They were in another scene and place;
1055,"a room, not very large or         handsome, but full of comfort."
1056,"Near to the winter fire sat a beautiful         young girl, so like that last that Scrooge believed it was the same,         until he saw her , now a comely matron, sitting opposite her         daughter."
1057,"The noise in this room was perfectly tumultuous, for there         were more children there, than Scrooge in his agitated state of mind         could count;"
1058,"and, unlike the celebrated herd in the poem, they were not         forty children conducting themselves like one, but every child was         conducting itself like forty."
1059,The consequences were uproarious beyond         belief;
1060,but no one seemed to care;
1061,"on the contrary, the mother and         daughter laughed heartily, and enjoyed it very much;"
1062,"and the latter,         soon beginning to mingle in the sports, got pillaged by the young         brigands most ruthlessly."
1063,What would I not have given to be one of them! 
1064,"       Though I never could have been so rude, no, no!"
1065,"I wouldn’t for the         wealth of all the world have crushed that braided hair, and torn it         down;"
1066,"and for the precious little shoe, I wouldn’t have plucked it         off, God bless my soul!"
1067,to save my life.
1068,"As to measuring her waist in         sport, as they did, bold young brood, I couldn’t have done it;"
1069,"I         should have expected my arm to have grown round it for a punishment, and         never come straight again."
1070,"And yet I should have dearly liked, I own, to         have touched her lips;"
1071,"to have questioned her, that she might have         opened them;"
1072,"to have looked upon the lashes of her downcast eyes, and         never raised a blush;"
1073,"to have let loose waves of hair, an inch of which         would be a keepsake beyond price:"
1074,"in short, I should have liked, I do         confess, to have had the lightest licence of a child, and yet to have         been man enough to know its value."
1075,"But now a knocking at the door was heard, and such a rush immediately         ensued that she with laughing face and plundered dress was borne towards         it the centre of a flushed and boisterous group, just in time to greet         the father, who came home attended by a man laden with Christmas toys         and presents."
1076,"Then the shouting and the struggling, and the onslaught         that was made on the defenceless porter!"
1077,"The scaling him with chairs for         ladders to dive into his pockets, despoil him of brown-paper parcels,         hold on tight by his cravat, hug him round his neck, pommel his back,         and kick his legs in irrepressible affection!"
1078,The shouts of wonder and         delight with which the development of every package was received!
1079,"The         terrible announcement that the baby had been taken in the act of putting         a doll’s frying-pan into his mouth, and was more than suspected of         having swallowed a fictitious turkey, glued on a wooden platter!"
1080,The         immense relief of finding this a false alarm!
1081,"The joy, and gratitude,         and ecstasy!"
1082,They are all indescribable alike.
1083,"It is enough that by         degrees the children and their emotions got out of the parlour, and by         one stair at a time, up to the top of the house;"
1084,"where they went to bed,         and so subsided."
1085,"And now Scrooge looked on more attentively than ever, when the master of         the house, having his daughter leaning fondly on him, sat down with her         and her mother at his own fireside;"
1086,"and when he thought that such         another creature, quite as graceful and as full of promise, might have         called him father, and been a spring-time in the haggard winter of his         life, his sight grew very dim indeed."
1087,"“Belle,” said the husband, turning to his wife with a smile,         “I saw an old friend of yours this afternoon.”"
1088,“Who was it?”
1089,“Guess!”
1090,“How can I?
1091,"Tut, don’t I know?”"
1092,"she added in the same         breath, laughing as he laughed."
1093,“Mr.
1094,Scrooge.”
1095,“Mr.
1096,Scrooge it was.
1097,I passed his office window;
1098,"and as it was not         shut up, and he had a candle inside, I could scarcely help seeing him. "
1099,"       His partner lies upon the point of death, I hear;"
1100,and there he sat         alone.
1101,"Quite alone in the world, I do believe.”"
1102,“Spirit!”
1103,"said Scrooge in a broken voice, “remove me         from this place.”"
1104,"“I told you these were shadows of the things that have been,”         said the Ghost."
1105,"“That they are what they are, do not blame me!”"
1106,“Remove me!”
1107,"Scrooge exclaimed, “I cannot bear it!”"
1108,"He turned upon the Ghost, and seeing that it looked upon him with a         face, in which in some strange way there were fragments of all the faces         it had shown him, wrestled with it."
1109,“Leave me!
1110,Take me back.
1111,Haunt me no longer!”
1112,"In the struggle, if that can be called a struggle in which the Ghost         with no visible resistance on its own part was undisturbed by any effort         of its adversary, Scrooge observed that its light was burning high and         bright;"
1113,"and dimly connecting that with its influence over him, he seized         the extinguisher-cap, and by a sudden action pressed it down upon its         head."
1114,"The Spirit dropped beneath it, so that the extinguisher covered its         whole form;"
1115,"but though Scrooge pressed it down with all his force, he         could not hide the light:"
1116,"which streamed from under it, in an unbroken         flood upon the ground."
1117,"He was conscious of being exhausted, and overcome by an irresistible         drowsiness;"
1118,"and, further, of being in his own bedroom."
1119,"He gave the cap a         parting squeeze, in which his hand relaxed;"
1120,"and had barely time to reel         to bed, before he sank into a heavy sleep."
1122,STAVE  THREE.
1124,THE SECOND OF THE THREE SPIRITS.
1126,"Awaking in the middle of a prodigiously tough         snore, and sitting up in bed to get his thoughts together, Scrooge had         no occasion to be told that the bell was again upon the stroke of One. "
1127,"       He felt that he was restored to consciousness in the right nick of time,         for the especial purpose of holding a conference with the second         messenger despatched to him through Jacob Marley’s intervention. "
1128,"       But finding that he turned uncomfortably cold when he began to wonder         which of his curtains this new spectre would draw back, he put them         every one aside with his own hands;"
1129,"and lying down again, established a         sharp look-out all round the bed."
1130,"For he wished to challenge the Spirit         on the moment of its appearance, and did not wish to be taken by         surprise, and made nervous."
